id,slug,url,name,description,category,platform,platform_role,tags,authors,repository,repository_host,registry,registry_name,doi,publication,website,blogpost,youtube,twitter,internetarchive,notes
13bafb,transmissionbias,https://open-archaeo.info/post/transmissionbias/,TransmissionBias,"Includes an agent-based model (ABM) of cultural transmission that simulates the three main forms of transmission bias: content bias, frequency bias, and demonstrator bias.",Packages and libraries,R,language,Simulation|Cultural evolution,masonyoungblood,https://github.com/masonyoungblood/TransmissionBias,GitHub,,,,,,,,,https://archive.org/details/github.com-masonyoungblood-TransmissionBias_-_2021-07-01_11-24-26,
e838ed,skeletal-sex-estimation,https://open-archaeo.info/post/skeletal-sex-estimation/,skeletal-sex-estimation,A GNU Octave function for skeletal sex estimation.,Scripts,MATLAB,language,Biological anthropology|Zooarchaeology,pr0m1th3as,https://github.com/pr0m1th3as/skeletal-sex-estimation,GitHub,,,,,,,,,https://archive.org/details/github.com-pr0m1th3as-skeletal-sex-estimation_-_2020-07-15_16-36-11,
23d624,long-bone-diaphyseal-csg-toolkit,https://open-archaeo.info/post/long-bone-diaphyseal-csg-toolkit/,long-bone-diaphyseal-CSG-Toolkit,A GNU Octave toolkit for analyzing diaphyseal long bone cross sectional geometry.,Scripts,MATLAB,language,Biological anthropology|Zooarchaeology,pr0m1th3as,https://github.com/pr0m1th3as/long-bone-diaphyseal-CSG-Toolkit,GitHub,,,,,,,,,https://archive.org/details/github.com-pr0m1th3as-long-bone-diaphyseal-CSG-Toolkit_-_2021-04-18_01-42-07,
652808,osteometric-sorting,https://open-archaeo.info/post/osteometric-sorting/,osteometric-sorting,Tools for osteometric sorting of human remains.,Scripts,MATLAB,language,Biological anthropology|Zooarchaeology,pr0m1th3as,https://github.com/pr0m1th3as/osteometric-sorting,GitHub,,,,,,,,,https://archive.org/details/github.com-pr0m1th3as-osteometric-sorting_-_2020-05-09_00-52-46,
cf734f,skullanalyzer,https://open-archaeo.info/post/skullanalyzer/,skullanalyzer,A concrete way of extracting cranial mophometric features.,Scripts,MATLAB,language,Biological anthropology|Zooarchaeology,pr0m1th3as,https://github.com/pr0m1th3as/skullanalyzer,GitHub,,,,,,,,,https://archive.org/details/github.com-pr0m1th3as-skullanalyzer_-_2020-04-13_19-57-16,
71bfd0,cranial-sex-estimation-code,https://open-archaeo.info/post/cranial-sex-estimation-code/,cranial-sex-estimation-code,Data analysis implementation for evaluating a novel sex estimation method based on skullanalyzer data.,Scripts,MATLAB,language,Biological anthropology|Zooarchaeology,pr0m1th3as,https://github.com/pr0m1th3as/cranial-sex-estimation-code,GitHub,,,,,,,,,https://archive.org/details/github.com-pr0m1th3as-cranial-sex-estimation-code_-_2020-01-31_08-05-24,
742567,non-metric-trait-analysis,https://open-archaeo.info/post/non-metric-trait-analysis/,non-metric-trait-analysis,A set of GNU Octave functions for biodistance analysis based on non-metric traits.,Scripts,MATLAB,language,Biological anthropology|Zooarchaeology,pr0m1th3as,https://github.com/pr0m1th3as/non-metric-trait-analysis,GitHub,,,,,,,,,https://archive.org/details/github.com-pr0m1th3as-non-metric-trait-analysis_-_2018-03-08_14-05-12,
6b0b33,p2pperm,https://open-archaeo.info/post/p2pperm/,p2pPerm,A function for retrieving metrics for resistance-resilience from rcarbon permTest objects.,Scripts,R,language,"Radiocarbon dating, calibration and sequencing|Statistical analysis",philriris,https://github.com/philriris/p2pPerm,GitHub,,,,,,,,,https://archive.org/details/github.com-philriris-p2pPerm_-_2021-07-02_10-58-34,
dc92d8,near-presence-analysis,https://open-archaeo.info/post/near-presence-analysis/,Near-Presence-Analysis,R script for analyzing presence/absence data in irregularly distributed archaeological survey units.,Scripts,R,language,Statistical analysis|Spatial analysis,eweaverdyck,https://github.com/eweaverdyck/Near-Presence-Analysis,GitHub,,,,,,,,,https://archive.org/details/github.com-eweaverdyck-Near-Presence-Analysis_-_2021-06-11_19-30-34,
e0c120,arothron,https://open-archaeo.info/post/arothron/,Arothron,"Tools of Virtual Anthropology to build virtual cavities as endocasts, to align two disarticulated models belonging to the same specimen, and functions to import and export format files into another format.",Packages and libraries,R,language,Biological anthropology|Zooarchaeology|Shape recognition|3D modelling,Arothron,https://github.com/AProfico/Arothron,GitHub,,,,,,,,,https://archive.org/details/github.com-AProfico-Arothron_-_2019-04-26_10-53-43,
87f130,csgr,https://open-archaeo.info/post/csgr/,CSGR,"Extracts and calculates from long bone cross sections, cortical thickness maps, and biomechanically pertinent cross-sectional geometric properties.",Scripts,R,language,Biological anthropology|Zooarchaeology|Shape recognition|3D modelling,Arothron,https://github.com/Arothron/CSGR,GitHub,,,,,,,,,https://archive.org/details/github.com-Arothron-CSGR_-_2018-09-12_11-05-11,
55b790,kriging,https://open-archaeo.info/post/kriging/,kriging,Codes for performing kriging for ethnographic and archaeological data.,Scripts,R,language,Statistical analysis,cl379,https://github.com/cl379/kriging,GitHub,,,,,,,,,https://archive.org/details/github.com-cl379-kriging_-_2015-05-04_10-58-32,
9f0a9f,geostat,https://open-archaeo.info/post/geostat/,Geostat,Code for Geostatistics in ethnographic contexts.,Scripts,R,language,Statistical analysis|Spatial analysis,cl379,https://github.com/cl379/Geostat,GitHub,,,,,,,,,https://archive.org/details/github.com-cl379-Geostat_-_2014-11-10_16-24-57,
b315d7,spdates,https://open-archaeo.info/post/spdates/,spDates,Analysis of spatial gradients in radiocarbon dates.,Packages and libraries,R,language,"Radiocarbon dating, calibration and sequencing|Spatial analysis|Statistical analysis",jgregoriods,https://github.com/jgregoriods/spDates,GitHub,,,,,,,,,https://archive.org/details/github.com-jgregoriods-spDates_-_2021-06-16_08-03-29,
039166,katun,https://open-archaeo.info/post/katun/,katun,Tools for converting between Maya and Western calendars.,Standalone software,,,Chronological modelling,jgregoriods,https://github.com/jgregoriods/katun,GitHub,,,,,https://jgregoriods.github.io/katun/,,,,https://archive.org/details/github.com-jgregoriods-katun_-_2021-05-27_03-02-18,
a9b0fa,maya-calendar,https://open-archaeo.info/post/maya-calendar/,maya-calendar,Tools for converting between Maya and Western calendars.,Standalone software,,,Chronological modelling,jgregoriods,https://github.com/jgregoriods/maya-calendar,GitHub,,,,,https://jgregoriods.github.io/maya-calendar/dist/,,,,https://archive.org/details/github.com-jgregoriods-maya-calendar_-_2021-05-27_02-40-14,
b82653,chronochrt,https://open-archaeo.info/post/chronochrt/,chronochrt,Building chronological charts easily with R.,Packages and libraries,R,language,Chronological modelling,roset,https://gitlab.com/roset/chronochrt,GitLab,https://CRAN.R-project.org/package=chronochrt,CRAN,,,,,,,,
ca88a6,arbodat,https://open-archaeo.info/post/arbodat/,ArboDat,A program package for registering and importing data of archaeobotanical analyses including contexts of samples as well as evaluation tools.,Standalone software,,,Palaeobotany|Data management,Angela Kreuz,,,,,,,https://nihk.de/en/research/current-projects/arbodat-ape,,,,,
74852f,xronos,https://open-archaeo.info/post/xronos/,xronos.R,"A worldwide database of chronological information from archaeological contexts, including radiocarbon and dendrochronological data.",Packages and libraries,R,language,"Radiocarbon dating, calibration and sequencing|Datasets",xronos-ch,https://github.com/xronos-ch/xronos.R,GitHub,,,,,https://xronos.ch,,,,,
f1159e,archaeological-catalogue-from-csv-spreadsheet,https://open-archaeo.info/post/archaeological-catalogue-from-csv-spreadsheet/,Archaeological_Catalogue_from_CSV_Spreadsheet,A template to create an archaeological catalogue from a spreadsheet using the LaTeX csvsimple package.,Scripts,LaTeX,language,Writing|Templates,latex-ninja,https://github.com/latex-ninja/Archaeological_Catalogue_from_CSV_Spreadsheet,GitHub,,,,,,https://latex-ninja.com/2021/07/16/latex-for-archaeologists-an-archaeological-catalogue-from-a-spreadsheet/,,,,
adaf1b,intcal,https://open-archaeo.info/post/intcal/,IntCal,"The IntCal20 radiocarbon calibration curves are provided here in a single data package, together with previous IntCal curves and postbomb curves.",Packages and libraries,R,language,"Radiocarbon dating, calibration and sequencing",Maarten14C,https://github.com/Maarten14C/IntCal,GitHub,https://CRAN.R-project.org/package=IntCal,CRAN,,,,,,,,
5f2abc,scem,https://open-archaeo.info/post/scem/,SCEM,Performs the Splitting-Coalescence-Estimation Method to model birth seasonality in studies of herd animals.,Packages and libraries,R,language,Zooarchaeology|Stable isotope analysis,kserkcho|Hannah Chazin|Soudeep Deb|Joshua Falk|Arun Srinivasan,https://github.com/kserkcho/SCEM,GitHub,https://CRAN.R-project.org/package=SCEM,CRAN,,,,,,,,
38c9e3,marbleplan,https://open-archaeo.info/post/marbleplan/,marbleplan,Loading a Marble Plan fragment.,Standalone software,,,3D modelling|Educational resources and practical guides,rybesh,https://github.com/rybesh/marbleplan,GitHub,,,,,http://rybesh.github.io/marbleplan/,,,,,
c82170,uniformprobabilitydensityanalysis,https://open-archaeo.info/post/uniformprobabilitydensityanalysis/,UniformProbabilityDensityAnalysis,R implementation of the Uniform Probability Density Analysis approach,Packages and libraries,R,language,Statistical analysis|Spatial analysis,mpeeples2008,https://github.com/mpeeples2008/UniformProbabilityDensityAnalysis,GitHub,,,,,,,,,,
797d72,charcoalhearths,https://open-archaeo.info/post/charcoalhearths/,charcoalhearths,Work with geotifs to detect charcoal hearths,Packages and libraries,Python,language,Aerial and satellite imagery|Shape recognition,jeffblackadar,https://github.com/jeffblackadar/charcoalhearths,GitHub,,,,,,,,,,
3e3d3f,p3k14c-data-scrubbing,https://open-archaeo.info/post/p3k14c-data-scrubbing/,p3k14c-data-scrubbing,Scrubbing program for the global archaeological radiocarbon dataset,Packages and libraries,Python,language,"Radiocarbon dating, calibration and sequencing|Data management",people3k,https://github.com/people3k/p3k14c-data-scrubbing,GitHub,,,,,,,,,,
5d026e,rock-art-transfer-learning,https://open-archaeo.info/post/rock-art-transfer-learning/,rock-art-transfer-learning,Reconstructing rock art chronology with transfer learning,Packages and libraries,Python,language,Shape recognition|Chronological modelling|Iconography,keeeal,https://github.com/keeeal/rock-art-transfer-learning,GitHub,,,,,,,,,,
79c05f,uthwigl,https://open-archaeo.info/post/uthwigl/,UThwigl,Compute closed- and open-system uranium-thorium (U-Th) ages of geological and archaeological samples.,Packages and libraries,R,language,Stable isotope analysis|Chronological modelling,tonydoss,https://github.com/tonydoss/UThwigl,GitHub,,,,,,,,,,
ec9989,totalopenstationtoqgis,https://open-archaeo.info/post/totalopenstationtoqgis/,totalopenstationToQgis,A plugin to connect with totalopenstation software developed as part of the IOSA project.,Packages and libraries,QGIS,host application,Drivers and IO|Spatial analysis,enzococca,https://github.com/enzococca/totalopenstationToQgis,GitHub,,,,,,,,,,
1e0423,globalid-app,https://open-archaeo.info/post/globalid-app/,GlobaLID-App,The GlobaLID web app,Standalone software,,,Datasets|Stable isotope analysis|Diagrams and visualizations,archmetalDBM,https://github.com/archmetalDBM/GlobaLID-App,GitHub,,,,,https://globalid.dmt-lb.de/,,,,,
09f20e,clam,https://open-archaeo.info/post/clam/,clam,A package for classical age-depth modelling of cores from deposits.,Packages and libraries,R,language,Chronological modelling|Geophysical survey,Maarten14C,https://github.com/Maarten14C/clam,GitHub,,,,,,,,,,
37290d,coffee,https://open-archaeo.info/post/coffee/,coffee,Uses Bayesian methods to enforce the chronological ordering of radiocarbon and other dates.,Packages and libraries,R,language,"Chronological modelling|Radiocarbon dating, calibration and sequencing",Maarten14C,https://github.com/Maarten14C/coffee,GitHub,,,,,,,,,,
e1dadc,rbacon,https://open-archaeo.info/post/rbacon/,rbacon,"A package for Bayesian age-depth modelling of sediment cores, constrained by prior information on sedimentation rates and their variability.",Packages and libraries,R,language,"Chronological modelling|Radiocarbon dating, calibration and sequencing",Maarten14C,https://github.com/Maarten14C/rbacon,GitHub,https://CRAN.R-project.org/package=rbacon,CRAN,,,,,,,,
a050c0,pollencount,https://open-archaeo.info/post/pollencount/,pollencount,"This simulation tool aims to help students and researchers to start to see what pollen looks like under the microscope, and start to identify common pollen grains.",Packages and libraries,R,language,Palaeobotany|Educational resources and practical guides,Maarten14C,https://github.com/Maarten14C/pollencount,GitHub,,,,,,,,,,
414271,openlidartoolbox,https://open-archaeo.info/post/openlidartoolbox/,OpenLidarToolbox,A QGIS plug-in that provides one-step-processing of airborne LiDAR data from point cloud to LiDAR visualisations.,Packages and libraries,QGIS,host application,LiDAR|Aerial and satellite imagery|Drivers and IO,stefaneichert,https://github.com/stefaneichert/OpenLidarToolbox,GitHub,,,,,,,,,,
143eb9,pxrf,https://open-archaeo.info/post/pxrf/,pXRF,R package for processing pXRF data.,Packages and libraries,R,language,X-Ray Fluorescence,MartinHinz,https://github.com/MartinHinz/pXRF,GitHub,,,,,,,,,,
403337,nearpresence,https://open-archaeo.info/post/nearpresence/,nearpresence,"Implements Near Presence Cluster Analysis, a statistical method for identifying spatial clustering within presence / absence data observed in irregularly distributed areal observation units.",Packages and libraries,R,language,Statistical analysis|Spatial analysis,eweaverdyck,https://github.com/eweaverdyck/nearpresence,GitHub,,,,,,,,,,
1d0313,dacord,https://open-archaeo.info/post/dacord/,DACORD,Computer-Assisted Drawing of Archaeological Pottery.,Scripts,R,language,Shape recognition|Artefact morphology|Ceramic analysis,jwilczek-dotcom,https://github.com/jwilczek-dotcom/DACORD,GitHub,,,,,,,,,,
4f99b3,racord,https://open-archaeo.info/post/racord/,RACORD,Computer-Assisted Shape Classification of Archaeological Pottery Fragments.,Scripts,R,language,Shape recognition|Artefact morphology|Ceramic analysis,jwilczek-dotcom,https://github.com/jwilczek-dotcom/RACORD,GitHub,,,,,,,,,,
dfb4a7,dplr,https://open-archaeo.info/post/dplr/,dplR,"Perform tree-ring analyses such as detrending, chronology building, and crossdating.",Packages and libraries,R,language,Dendrochronology|Chronological modelling,AndyBunn,https://github.com/AndyBunn/dplR,GitHub,,,,,,,,,,
ef534f,xdater,https://open-archaeo.info/post/xdater/,xDateR,Shiny app for interactive crossdating of tree-ring data.,Packages and libraries,R,language,Dendrochronology|Chronological modelling,AndyBunn,https://github.com/AndyBunn/xDateR,GitHub,,,,,,,,,,
39d5ae,kidstats,https://open-archaeo.info/post/kidstats/,kidstats,Shiny application that provides subadult age estimations based on dental and skeletal development and skeletal diaphyseal metrics using pre-optimized mixed cumulative probit models.,Scripts,R,language,Biological anthropology,ElaineYChu,https://github.com/ElaineYChu/kidstats,GitHub,,,,,,,,,,
ad12f6,trauma,https://open-archaeo.info/post/trauma/,tRauma,Interactive graphical user interface to aid in the interpretation of blunt-force rib trauma in forensic anthropology casework.,Scripts,R,language,Biological anthropology,ElaineYChu,https://github.com/ElaineYChu/tRauma,GitHub,,,,,,,,,,
970c93,pypofatu,https://open-archaeo.info/post/pypofatu/,pypofatu,A python package to curate Pofatu data.,Packages and libraries,Python,language,Drivers and IO|Geoarchaeology|Datasets,pofatu,https://github.com/pofatu/pypofatu,GitHub,,,,,,,,,,
711da6,pygeoroc,https://open-archaeo.info/post/pygeoroc/,pygeoroc,Python library to access data in the GEOROC database.,Packages and libraries,Python,language,Drivers and IO|Geoarchaeology|Datasets,potafu,https://github.com/pofatu/pygeoroc,GitHub,,,,,,,,,,
21cac6,open-history-map,https://open-archaeo.info/post/open-history-map/,Open History Map,A web-GIS platform containing spatial historical and archaeological data.,Standalone software,,,Site mapping|Public archaeology,openhistorymap,https://github.com/openhistorymap,GitHub,,,,,http://www.openhistorymap.org/,,,,,
c35dc1,hsv-api,https://open-archaeo.info/post/hsv-api/,hsv-api,Historical Street View API,Standalone software,,,Site mapping|Public archaeology|Drivers and IO,openhistorymap,https://github.com/openhistorymap/hsv-api,GitHub,,,,,https://visions.ofthepast.org/,,,,,
8017cb,mask-uav,https://open-archaeo.info/post/mask-uav/,Mask_UAV,"Software to annotate, train, using deep learning, and segment imagery data from UAVs or other platforms.",Packages and libraries,Python,language,Site mapping|Aerial and satellite imagery|Drones,maltaweel,https://github.com/maltaweel/Mask_UAV,GitHub,,,,,,,,,,
f2f7fa,sexest,https://open-archaeo.info/post/sexest/,SexEst,Uses machine learning models to predict the Sex of unknown skeletons based on their cranial and postcranial measurements.,Packages and libraries,Python,language,Biological anthropology|Shape recognition,cconsta1,https://github.com/cconsta1/SexEst,GitHub,,,,,,,,,,
7e3258,web-geochemistry,https://open-archaeo.info/post/web-geochemistry/,web_geochemistry,Visualizing XRF and NAA geochemistry concentrations.,Packages and libraries,R,language,X-Ray Fluorescence|Instrumental Neutron activation analysis,arf-berkeley,https://github.com/arf-berkeley/web_geochemistry,GitHub,,,,,,,,,,
78afae,ithaca,https://open-archaeo.info/post/ithaca/,ithaca,Restoring and attributing ancient texts using deep neural networks.,Packages and libraries,Python,language,Literary analysis and epigraphy|Shape recognition,deepmind,https://github.com/deepmind/ithaca,GitHub,,,,,,,,,,
b58272,archchron,https://open-archaeo.info/post/archchron/,archchron,For handling archaeological chronological data.,Packages and libraries,R,language,Chronological modelling,oliver.nakoinz,https://gitlab.com/oliver.nakoinz/archchron,GitLab,,,,,,,,,,
ff217a,c14-date-extractor,https://open-archaeo.info/post/c14-date-extractor/,c14-date-extractor,Script for extracting c14 dates from text.,Scripts,,,"Bits and bobs|Radiocarbon dating, calibration and sequencing|Writing",alexbrandsen,https://github.com/alexbrandsen/c14-date-extractor,GitHub,,,,,,,,,,
399062,joint-disease-tool,https://open-archaeo.info/post/joint-disease-tool/,joint-disease-tool,"Interactively guides the user through a number of questions, ending in a specific pathology diagnosis.",Packages and libraries,,,Biological anthropology,alexbrandsen,https://github.com/alexbrandsen/joint-disease-tool,GitHub,,,,,,,,,,
5d0215,pdf-to-nested-xml,https://open-archaeo.info/post/pdf-to-nested-xml/,pdf-to-nested-xml,"Script to convert a folder of Dutch archaeological reports (PDFs) to XML files nested by section, chapter, heading.",Scripts,Python,language,Bits and bobs|Writing,alexbrandsen,https://github.com/alexbrandsen/pdf-to-nested-xml,GitHub,,,,,,,,,,
3bea01,archaeo-crf,https://open-archaeo.info/post/archaeo-crf/,archaeo-CRF,Conditional Random Fields model for NER in Dutch Archaeology.,Packages and libraries,Python,language,Machine learning|Schemas and ontologies,alexbrandsen,https://github.com/alexbrandsen/archaeo-CRF,GitHub,,,,,,,,,,
caea30,chronup,https://open-archaeo.info/post/chronup/,chronup,Tools for chronological uncertainty propagation.,Packages and libraries,R,language,Chronological modelling|Statistical analysis,wccarleton,https://github.com/wccarleton/chronup,GitHub,,,,,,,,,,
180534,recmod,https://open-archaeo.info/post/recmod/,recmod,Tools for estimating parameters for Radiocarbon-dated Event Count (REC) Models.,Packages and libraries,R,language,"Chronological modelling|Radiocarbon dating, calibration and sequencing",wccarleton,https://github.com/wccarleton/recmod,GitHub,,,,,,,,,,
7eacdd,timeperiod2daterange,https://open-archaeo.info/post/timeperiod2daterange/,timeperiod2daterange,Converts time period entities to standardised date ranges.,Scripts,Python,language,Chronological modelling|Bits and bobs,alexbrandsen,https://github.com/alexbrandsen/timeperiod2daterange,GitHub,,,,,,,,,,
0e104a,fellingdater,https://open-archaeo.info/post/fellingdater/,fellingDateR,Compute and combine felling date estimates for historical tree-ring series with (incomplete) sapwood.,Packages and libraries,R,language,Chronological modelling|Dendrochronology,hanecakr,https://github.com/hanecakr/fellingDateR,GitHub,,,,,,,,,,
8d4f6c,rock-art-radnet,https://open-archaeo.info/post/rock-art-radnet/,rock-art-radnet,Rock art object detection model.,Packages and libraries,Python,language,Shape recognition|Iconography,Swedish-Rock-Art-Research-Archives,https://github.com/Swedish-Rock-Art-Research-Archives/rock-art-radnet,GitHub,,,,,,,,,,
968b29,rock-art-ratopoviz,https://open-archaeo.info/post/rock-art-ratopoviz/,rock-art-ratopoviz,Create visualizations from laserscans.,Packages and libraries,Python,language,Shape recognition|Iconography,Swedish-Rock-Art-Research-Archives,https://github.com/Swedish-Rock-Art-Research-Archives/rock-art-ratopoviz,GitHub,,,,,,,,,,
73dc55,anthrofun,https://open-archaeo.info/post/anthrofun/,anthroFun,Functions to help with the preprocessing steps in anthropological research.,Scripts,R,language,Bits and bobs,ElaineYChu,https://github.com/ElaineYChu/anthroFun,GitHub,,,,,,,,,,
0ed54f,arches-via-docker,https://open-archaeo.info/post/arches-via-docker/,arches-via-docker,Deployment of Arches via Docker for archaeology and related instruction.,Standalone software,,,Drivers and IO,opencontext,https://github.com/opencontext/arches-via-docker,GitHub,,,,,,,,,,
daa8c0,shootpoints-web,https://open-archaeo.info/post/shootpoints-web/,ShootPoints-Web,A set of programs for total station surveying.,Standalone software,Python,language,Site mapping|Data collection,Lugal-PCZ,https://github.com/Lugal-PCZ/ShootPoints-Web,GitHub,,,,,http://shootpoints.io/,,https://www.youtube.com/watch?v=kiFEff1Kne4,,,
655002,quantatools,https://open-archaeo.info/post/quantatools/,quantatools,Finding quantum in archaeological data using cosine quantogram and related statistical methods.,Packages and libraries,R,language,Statistical analysis,maciejkasinski,https://github.com/maciejkasinski/quantatools,GitHub,,,10.5281/zenodo.2566606.svg,,,,,,,
b24bfe,bradypus,https://open-archaeo.info/post/bradypus/,BraDypUS,"Creating, impementing and publishing relational databases on the Web, especially for the archaeolgical domain.",Standalone software,,,Data management,lab-archeologia-digitale,https://github.com/lab-archeologia-digitale/BraDypUS,GitHub,,,10.5281/zenodo.5577979.svg,,,,,,,
21eb18,archaeoastroinsight,https://open-archaeo.info/post/archaeoastroinsight/,ArchaeoAstroInsight,"QGIS Python script/plugin for computing azimuth, horizon altitude, and celestial declination of a specific bearing indicated by a line segment selected by a user.",Packages and libraries,QGIS,host application,Spatial analysis|Archaeoastronomy,marcfrincu,https://github.com/marcfrincu/ArchaeoAstroInsight,GitHub,,,,,,,,,,
33f422,pleistodist,https://open-archaeo.info/post/pleistodist/,PleistoDist,Distance matrices between islands normalised over Pleistocene time.,Packages and libraries,ArcGIS,host application,Spatial analysis,g33k5p34k,https://github.com/g33k5p34k/PleistoDist,GitHub,,,,,,,,,,
d6593e,pleistodistr,https://open-archaeo.info/post/pleistodistr/,PleistoDistR,Distance matrices between islands normalised over Pleistocene time. A complete ground-up rebuild of PleistoDist for use with R.,Packages and libraries,R,language,Spatial analysis,g33k5p34k,https://github.com/g33k5p34k/PleistoDistR,GitHub,,,,,,,,,,
52b226,bioarch-r,https://open-archaeo.info/post/bioarch-r/,BioArch_R,Apps and functions for use in Bioarchaeology,Packages and libraries,R,language,Biological anthropology,AlisJay,https://github.com/AlisJay/BioArch_R,GitHub,,,,,,,,,,
bf55a7,bioprofile,https://open-archaeo.info/post/bioprofile/,BioProfile,A shiny app which uses the results of standard osteological methods to create a basic biological profile,Packages and libraries,R,language,Biological anthropology,AlisJay,https://github.com/AlisJay/BioProfile,GitHub,,,,,https://alisjay.shinyapps.io/BioProfile,,,,,
18a657,tpq-composer,https://open-archaeo.info/post/tpq-composer/,TPQ-Composer,Utility for graphically displaying a set of termini post quem induced from stratified archaeological artifacts.,Packages and libraries,Python,language,Chronological modelling,Eythan31,https://github.com/Eythan31/TPQ-Composer,GitHub,,,,,,,,,,
c64d11,artifacts-analyzer,https://open-archaeo.info/post/artifacts-analyzer/,Artifacts-Analyzer,Python script for analyzing data sets of archaeological artifacts containing only Boolean and categorical variables.,Packages and libraries,Python,language,Statistical analysis,Eythan31,https://github.com/Eythan31/Artifacts-Analyzer,GitHub,,,,,,,,,,
13e033,chronolog,https://open-archaeo.info/post/chronolog/,ChronoLog,A tool for computer-assisted chronological research.,Standalone software,,,Chronological modelling,Eythan Levy|Frédéric Pluquet|Gilles Geeraerts,,,,,10.1016/j.jas.2020.105225,,https://chrono.ulb.be/,,,,,
4805e1,digss,https://open-archaeo.info/post/digss/,DIGSS,"A simulation tool to estimate the rate of success that surveys possessing user-specific characteristics have in identifying archaeological sites (or any groups of clouds of objects), given specific parameters of survey area, survey methods, and site properties.",Packages and libraries,R,language,Simulation|Statistical analysis,markhubbe,https://github.com/markhubbe/DIGSS,GitHub,https://CRAN.R-project.org/package=DIGSS,CRAN,,,,,,,,
a749d1,archaeosrp,https://open-archaeo.info/post/archaeosrp/,archaeosrp,Read PDFs with archaeological site report information and return the information in the forms as a dataframe.,Packages and libraries,R,language,Writing,seanbergin,https://github.com/seanbergin/archaeosrp,GitHub,,,,,,,,,,
34aa15,ancient-artifacts,https://open-archaeo.info/post/ancient-artifacts/,ancient-artifacts,Dynamic image analysis to identify ancient artifacts in soil samples.,Packages and libraries,R,language,Shape recognition|Spatial analysis,vanderbilt-data-science,https://github.com/vanderbilt-data-science/ancient-artifacts,GitHub,,,,,,,,,,
d932d6,roev,https://open-archaeo.info/post/roev/,roev,Functions for analysing and visualizing rates of evolution.,Packages and libraries,R,language,Statistical analysis,benmarwick,https://github.com/benmarwick/roev,GitHub,,,,,,,,,,
dcd82c,aoristic-analysis,https://open-archaeo.info/post/aoristic-analysis/,aoristic-analysis,Estimate probabilities of find numbers per period.,Packages and libraries,Python,language,Statistical analysis,LimesLimits,https://github.com/LimesLimits/aoristic-analysis,GitHub,,,10.1016/j.jasrep.2016.10.006,,,,,,,
e50a0f,seahors,https://open-archaeo.info/post/seahors/,SEAHORS,R Shiny application that allows easy and quick exploration of the spatial distribution of archaeological objects.,Packages and libraries,R,language,Spatial analysis,AurelienRoyer,https://github.com/AurelienRoyer/SEAHORS,GitHub,,,,,,,,,,
367fc2,shoredate,https://open-archaeo.info/post/shoredate/,shoredate,Offers methods to shoreline date Stone Age sites located along the Norwegian Skagerrak coast based on their present-day elevation and the trajectory of past relative sea-level change.,Packages and libraries,R,language,Spatial analysis|Chronological modelling,isakro,https://github.com/isakro/shoredate,GitHub,https://CRAN.R-project.org/package=shoredate,CRAN,,,,,,,,
95a02d,civ5-prehistoric,https://open-archaeo.info/post/civ5-prehistoric/,civ5-prehistoric,"Extends the game back millions years and multiple eras into the days when ""man"" first descended from the trees!",Standalone software,,,Games,carlosfhernandez,https://github.com/carlosfhernandez/civ5-prehistoric,GitHub,,,,,https://github.com/carlosfhernandez/civ5-prehistoric/wiki/,,,,,
c09a33,archeoviz,https://open-archaeo.info/post/archeoviz/,archeoViz,"A packaged R 'Shiny' application for the visualisation, interactive exploration, and web communication of archaeological spatial data.",Packages and libraries,R,language,Diagrams and visualizations|Spatial analysis|Site mapping,sebastien-plutniak,https://github.com/sebastien-plutniak/archeoviz,GitHub,https://CRAN.R-project.org/package=archeoViz,CRAN,10.5281/zenodo.7460193,,https://analytics.huma-num.fr/archeoviz/home/,,,,,
1eea7e,excavation-data-viewer,https://open-archaeo.info/post/excavation-data-viewer/,Excavation_data_viewer,R Shiny app for viewing archaeological excavation data in 3D.,Packages and libraries,R,language,Data management|3D modelling,samclin,https://github.com/samclin/Excavation_data_viewer,GitHub,,,,,,,,,,
df8b07,archaeology-lili0824,https://open-archaeo.info/post/archaeology-lili0824/,ARchaeology,View the AR models on your phone.,Standalone software,,,3D modelling|Augmented reality|Site mapping,lili0824,https://github.com/lili0824/ARchaeology,GitHub,,,,,,,,,,
f676b7,stoneadvisor,https://open-archaeo.info/post/stoneadvisor/,StoneAdvisor,Explore and share your favourite archaeological sites and itineraries.,Standalone software,Python,language,Public archaeology|Museums,rbbristow,https://github.com/rbbristow/StoneAdvisor,GitHub,,,,,,,,,,
7436b4,3d-edgeangle,https://open-archaeo.info/post/3d-edgeangle/,3D_EdgeAngle,Semi-automated 3D digital method to systematically quantify stone tool edge angle and design.,Packages and libraries,Python,language,Artefact morphology|3D modelling,lschunk|Ivan Calandra|Konstantin Bob,https://github.com/lschunk/3D_EdgeAngle,GitHub,,,10.5281/zenodo.7956767,,,,,,,
ea0ba7,isopleuros,https://open-archaeo.info/post/isopleuros/,isopleuros,Ternary plots made simple.,Packages and libraries,R,language,Diagrams and visualizations,nfrerebeau,https://codeberg.org/tesselle/isopleuros,Codeberg,https://CRAN.R-project.org/package=isopleuros,CRAN,10.5281/zenodo.7940389,,https://packages.tesselle.org/isopleuros/,,,,,
